형태소,품사,분류,카운트
!,Punctuation,3,1
!,Punctuation,6,1
!,Punctuation,7,2
!,Punctuation,8,16
!,Punctuation,9,28
!,Punctuation,10,124
!!,Punctuation,6,1
!!,Punctuation,7,2
!!,Punctuation,8,8
!!,Punctuation,9,13
!!,Punctuation,10,58
!!!,Punctuation,2,1
!!!,Punctuation,7,4
!!!,Punctuation,8,2
!!!,Punctuation,9,6
!!!,Punctuation,10,21
!!!!,Punctuation,9,3
!!!!,Punctuation,10,11
!!!!!,Punctuation,9,1
!!!!!,Punctuation,10,4
!!!!!!,Punctuation,9,1
!!!!!!,Punctuation,10,3
!!!!!!!,Punctuation,10,1
!!!!!!!!,Punctuation,10,1
!!!!!!!!!,Punctuation,10,2
!!!!!!!!!!!,Punctuation,9,1
!!!!!!!!!!!,Punctuation,10,1
!!!!!!!!!!!!!!!!!!,Punctuation,10,1
!!!!!!!!!!!!!!!!!!!!,Punctuation,10,1
!!!!!!!!!!!!^^,Punctuation,10,1
!!~!@,Punctuation,10,1
"!""",Punctuation,9,1
"!""",Punctuation,10,1
!?!!,Punctuation,10,1
!`,Punctuation,10,1
!~,Punctuation,10,1
"""",Punctuation,9,1
"""",Punctuation,10,3
',Punctuation,2,2
',Punctuation,7,3
',Punctuation,9,8
',Punctuation,10,6
'',Punctuation,2,1
'',Punctuation,10,2
'.,Punctuation,7,1
(,Punctuation,3,2
(,Punctuation,7,1
(,Punctuation,8,3
(,Punctuation,9,3
(,Punctuation,10,9
),Punctuation,7,1
),Punctuation,8,2
),Punctuation,9,2
),Punctuation,10,7
)(*&*&^%%$$^&**()_),Punctuation,10,1
"),",Punctuation,10,3
****,Punctuation,10,1
+,Punctuation,3,1
+,Punctuation,5,1
+,Punctuation,6,1
+,Punctuation,10,4
",",Punctuation,3,3
",",Punctuation,4,5
",",Punctuation,5,7
",",Punctuation,6,10
",",Punctuation,7,15
",",Punctuation,8,33
",",Punctuation,9,45
",",Punctuation,10,124
",,",Punctuation,5,2
",,",Punctuation,10,3
",,,",Punctuation,5,1
",,,",Punctuation,6,1
",,,,",Punctuation,9,1
",,,,",Punctuation,10,1
-,Punctuation,8,1
-,Punctuation,9,1
-,Punctuation,10,4
-!,Punctuation,8,1
--,Punctuation,10,1
.,Punctuation,2,2
.,Punctuation,3,15
.,Punctuation,4,12
.,Punctuation,5,38
.,Punctuation,6,27
.,Punctuation,7,73
.,Punctuation,8,138
.,Punctuation,9,160
.,Punctuation,10,369
.!,Punctuation,10,1
.!!,Punctuation,10,2
.),Punctuation,3,1
.),Punctuation,9,1
".),",Punctuation,3,1
..,Punctuation,2,2
..,Punctuation,3,9
..,Punctuation,4,7
..,Punctuation,5,19
..,Punctuation,6,23
..,Punctuation,7,22
..,Punctuation,8,30
..,Punctuation,9,34
..,Punctuation,10,118
..!,Punctuation,10,1
"..,",Punctuation,5,1
...,Punctuation,2,4
...,Punctuation,3,6
...,Punctuation,4,8
...,Punctuation,5,8
...,Punctuation,6,21
...,Punctuation,7,23
...,Punctuation,8,42
...,Punctuation,9,40
...,Punctuation,10,110
...!,Punctuation,8,1
...!,Punctuation,10,1
...!!,Punctuation,10,1
...!!!,Punctuation,10,1
...!!!!!!!!!!!!!!,Punctuation,10,1
....,Punctuation,5,2
....,Punctuation,6,3
....,Punctuation,7,4
....,Punctuation,8,4
....,Punctuation,9,8
....,Punctuation,10,22
.....,Punctuation,3,1
.....,Punctuation,4,1
.....,Punctuation,5,1
.....,Punctuation,6,1
.....,Punctuation,7,2
.....,Punctuation,9,1
......,Punctuation,7,2
......,Punctuation,8,2
......,Punctuation,10,1
.......,Punctuation,9,1
........,Punctuation,8,1
........,Punctuation,10,1
........!!!!!!!,Punctuation,10,1
..............,Punctuation,5,1
....^^,Punctuation,10,1
...;,Punctuation,10,1
...?,Punctuation,8,1
...?,Punctuation,9,1
...????,Punctuation,10,1
..;,Punctuation,10,1
..?,Punctuation,10,2
..??,Punctuation,4,1
..^&^,Punctuation,8,1
.^^,Punctuation,10,1
.~,Punctuation,8,1
.~,Punctuation,10,1
/,Punctuation,8,1
/,Punctuation,10,6
0,Number,10,1
0.5,Number,8,1
01,Number,9,1
04,Number,7,1
05,Number,7,1
1,Number,3,2
1,Number,5,3
1,Number,6,1
1,Number,8,7
1,Number,9,9
1,Number,10,58
1/4,Number,9,1
10,Number,8,1
10,Number,9,5
10,Number,10,56
100,Number,10,2
100%,Number,9,1
10000000000,Number,10,1
1000원,Number,10,1
100년,Number,10,1
100만,Number,10,1
100일,Number,10,1
10년,Number,10,2
10분,Number,9,1
11,Number,10,1
12,Number,9,1
12.05,Number,7,1
142분,Number,10,1
15분,Number,7,1
1:1,Number,9,1
1~3,Number,10,1
1년,Number,10,3
1등,Number,9,1
1만,Number,10,1
1분,Number,10,1
1시간,Number,5,1
1시간,Number,7,2
1시간,Number,8,3
1시간,Number,9,3
1시간,Number,10,1
1일,Number,10,1
1초,Number,10,1
2,Number,3,1
2,Number,4,1
2,Number,5,3
2,Number,6,2
2,Number,7,1
2,Number,8,14
2,Number,9,19
2,Number,10,92
2%,Number,10,1
2.5,Number,10,2
2010년,Number,10,1
2012,Number,9,1
2012.05,Number,9,1
2012년,Number,10,5
2014.05,Number,9,1
2015.01,Number,7,1
2015년,Number,10,1
2019,Number,10,1
2019년,Number,10,2
20년,Number,10,1
20분,Number,5,1
20분,Number,7,1
20분,Number,10,1
21,Number,7,1
21,Number,10,1
24시,Number,10,1
27,Number,10,1
2년,Number,9,1
2년,Number,10,4
2만,Number,10,1
2시간,Number,7,3
2시간,Number,8,1
2시간,Number,9,1
2시간,Number,10,3
3,Number,2,1
3,Number,3,1
3,Number,5,3
3,Number,6,5
3,Number,7,6
3,Number,8,6
3,Number,9,9
3,Number,10,32
3.5,Number,7,1
30,Number,10,1
3000,Number,10,1
3000만,Number,10,2
30년,Number,10,1
30분,Number,9,1
30분,Number,10,5
32012/4,Number,9,1
37,Number,10,1
3년,Number,8,3
3년,Number,10,2
3만,Number,8,1
3분,Number,3,1
3월,Number,10,1
4,Number,3,2
4,Number,4,1
4,Number,8,6
4,Number,9,3
4,Number,10,6
40분,Number,5,2
40분,Number,7,2
40분,Number,8,2
40분,Number,10,1
41,Number,10,1
45,Number,10,1
4~5,Number,10,1
4일,Number,6,1
4회,Number,3,1
5,Number,5,2
5,Number,8,1
5,Number,9,1
5,Number,10,8
5월,Number,10,1
6,Number,6,2
6,Number,8,2
6,Number,10,7
600만,Number,8,1
6500원,Number,10,1
6년,Number,10,1
6월,Number,6,1
7,Number,7,4
7,Number,10,2
7~8,Number,10,1
7년,Number,10,1
8,Number,7,1
8,Number,8,5
8,Number,9,3
8,Number,10,7
8-9,Number,10,1
8.5,Number,8,2
8.8,Number,5,1
8.82,Number,6,1
8년,Number,10,1
9,Number,8,1
9,Number,9,5
9,Number,10,7
9.5,Number,10,1
99,Number,8,4
:,Punctuation,9,1
:,Punctuation,10,8
:),Punctuation,10,1
;,Punctuation,6,2
;,Punctuation,7,2
;,Punctuation,10,3
;..,Punctuation,7,1
;..,Punctuation,10,1
;;,Punctuation,6,2
;;,Punctuation,7,1
;;,Punctuation,8,1
;;,Punctuation,9,1
;;,Punctuation,10,5
;;;,Punctuation,3,1
;;;,Punctuation,5,1
;;;,Punctuation,7,2
;;;;,Punctuation,3,1
;;^^,Punctuation,10,1
<,Punctuation,3,1
<,Punctuation,10,1
=,Punctuation,5,1
=,Punctuation,10,1
=_=..,Punctuation,10,1
>,Punctuation,3,1
?,Punctuation,2,2
?,Punctuation,3,3
?,Punctuation,4,2
?,Punctuation,5,4
?,Punctuation,6,1
?,Punctuation,7,6
?,Punctuation,8,18
?,Punctuation,9,7
?,Punctuation,10,57
?!,Punctuation,10,1
?',Punctuation,10,1
?),Punctuation,8,1
"?,,,",Punctuation,5,1
?..,Punctuation,5,1
?...,Punctuation,6,1
?...,Punctuation,10,1
?;;;;,Punctuation,10,1
??,Punctuation,5,1
??,Punctuation,6,3
??,Punctuation,7,1
??,Punctuation,8,1
??,Punctuation,9,4
??,Punctuation,10,6
??..,Punctuation,7,1
??...,Punctuation,5,1
???,Punctuation,7,2
???,Punctuation,9,1
???,Punctuation,10,1
????,Punctuation,7,2
????,Punctuation,10,1
??????,Punctuation,10,1
@@!!,Punctuation,10,1
A,Alpha,9,2
Assemble,Alpha,8,1
Avengers,Alpha,8,2
Avengers,Alpha,9,1
Avengers,Alpha,10,1
BLACKCKCKCK,Alpha,8,1
But,Alpha,9,1
CG,Alpha,3,1
CG,Alpha,5,1
CG,Alpha,6,2
CG,Alpha,7,1
CG,Alpha,8,4
CG,Alpha,9,7
CG,Alpha,10,13
CGI,Alpha,8,1
CGV,Alpha,10,2
D,Alpha,7,2
D,Alpha,8,1
D,Alpha,9,4
D,Alpha,10,3
DC,Alpha,10,5
Dc,Alpha,8,1
GC,Alpha,10,1
H,Alpha,10,1
Hiddleston,Alpha,10,2
I,Alpha,10,2
It,Alpha,10,1
Jonna,Alpha,10,1
Loki,Alpha,10,1
MARVEL,Alpha,10,1
MCU,Alpha,8,1
MCU,Alpha,10,1
NSX,Alpha,10,1
OCN,Alpha,10,1
OO,Alpha,5,1
OO,Alpha,8,1
OO,Alpha,9,1
OO,Alpha,10,6
OOO,Alpha,10,1
OST,Alpha,9,1
Puny,Alpha,10,1
Roki,Alpha,10,1
S,Alpha,9,1
S,Alpha,10,1
SF,Alpha,3,1
SF,Alpha,5,1
SF,Alpha,8,1
SF,Alpha,10,7
The,Alpha,8,1
The,Alpha,9,1
Tom,Alpha,10,1
V,Alpha,9,1
Very,Alpha,10,1
Why,Alpha,10,1
X,Alpha,10,1
[,Punctuation,7,1
[,Punctuation,9,1
[,Punctuation,10,2
\,Punctuation,10,1
],Punctuation,7,1
],Punctuation,9,1
],Punctuation,10,2
^,Punctuation,10,5
^!!,Punctuation,10,1
^^,Punctuation,6,1
^^,Punctuation,8,3
^^,Punctuation,9,6
^^,Punctuation,10,14
^^*,Punctuation,8,1
^^*,Punctuation,10,1
_,Punctuation,10,2
____,Punctuation,9,1
again,Alpha,10,1
ahah,Alpha,4,1
always,Alpha,8,1
always,Alpha,10,1
angry,Alpha,8,1
angry,Alpha,10,1
assemble,Alpha,10,1
avengers,Alpha,10,1
b,Alpha,10,3
bb,Alpha,10,1
bbb,Alpha,10,1
but,Alpha,7,1
cg,Alpha,3,1
cg,Alpha,6,1
cg,Alpha,8,2
cg,Alpha,9,4
cg,Alpha,10,7
cool,Alpha,7,1
d,Alpha,5,1
d,Alpha,10,5
dc,Alpha,10,1
dvd,Alpha,10,1
feat,Alpha,8,1
film,Alpha,10,1
gers,Alpha,10,1
give,Alpha,7,1
god,Alpha,10,1
good,Alpha,10,1
have,Alpha,10,2
hilarious,Alpha,10,1
i,Alpha,7,3
im,Alpha,8,1
imax,Alpha,10,1
incredible,Alpha,10,1
inuy,Alpha,10,1
it,Alpha,7,2
it,Alpha,10,1
jaemi,Alpha,10,1
kneel,Alpha,10,1
like,Alpha,7,2
love,Alpha,10,1
m,Alpha,10,1
mcu,Alpha,10,2
nice,Alpha,10,1
ocn,Alpha,10,1
ost,Alpha,7,1
s,Alpha,8,1
s,Alpha,10,1
sf,Alpha,4,1
sf,Alpha,8,1
sf,Alpha,10,5
so,Alpha,7,2
st,Alpha,7,1
sunny,Alpha,7,1
to,Alpha,10,1
tq,Alpha,10,1
tv,Alpha,10,1
very,Alpha,10,3
vs,Alpha,5,1
vs,Alpha,9,1
vs,Alpha,10,1
was,Alpha,7,1
will,Alpha,7,1
wk,Alpha,10,1
would,Alpha,10,1
x,Alpha,3,1
xx,Alpha,10,1
you,Alpha,7,1
you,Alpha,10,1
~,Punctuation,3,2
~,Punctuation,4,1
~,Punctuation,5,4
~,Punctuation,6,2
~,Punctuation,7,4
~,Punctuation,8,6
~,Punctuation,9,9
~,Punctuation,10,33
~!,Punctuation,7,2
~!,Punctuation,8,2
~!,Punctuation,9,2
~!,Punctuation,10,6
~!!,Punctuation,10,6
~!!!,Punctuation,10,2
~!!!!,Punctuation,10,2
~!!!^^,Punctuation,10,1
~!@#$%%^&,Punctuation,10,1
~(,Punctuation,10,1
~.~,Punctuation,10,2
~?,Punctuation,10,1
~@@;;,Punctuation,10,1
~^^,Punctuation,10,1
~`,Punctuation,10,1
~~,Punctuation,8,1
~~,Punctuation,9,3
~~,Punctuation,10,9
~~!!,Punctuation,8,1
~~!!,Punctuation,10,3
~~!!!!,Punctuation,10,1
~~~,Punctuation,5,1
~~~,Punctuation,9,1
~~~,Punctuation,10,3
~~~~,Punctuation,5,1
~~~~~~~~,Punctuation,10,1
~~~~~~~~~~~,Punctuation,10,1
~~~~~~~~~~~~~~~~~~~~~~~,Punctuation,10,1
‘,Foreign,8,2
’,Punctuation,8,2
♡,Foreign,10,6
♡♡,Foreign,10,1
♥,Foreign,7,1
♥,Foreign,10,22
♥♥,Foreign,10,4
♥♥♥,Foreign,10,2
♥♥♥♥,Foreign,10,1
　,Foreign,9,1
　,Foreign,10,1
。,Foreign,5,1
ㄱ,KoreanParticle,10,1
ㄱㅊ,KoreanParticle,8,1
ㄴ,KoreanParticle,10,1
ㄴㅈㅈ,KoreanParticle,10,1
ㄷ,KoreanParticle,9,3
ㄷㄷ,KoreanParticle,8,1
ㄷㄷ,KoreanParticle,9,1
ㄷㄷ,KoreanParticle,10,10
ㄷㄷㄷ,KoreanParticle,10,1
ㄷㄷㄷㄷ,KoreanParticle,10,1
ㄷㅗㅣㅁ,KoreanParticle,8,1
ㄹㅇ,KoreanParticle,10,1
ㅁ,KoreanParticle,10,2
ㅁㅁㅁ,KoreanParticle,10,1
ㅂ,KoreanParticle,6,1
ㅂㅅ,KoreanParticle,5,1
ㅄ,KoreanParticle,7,1
ㅄ,KoreanParticle,10,1
ㅅ,KoreanParticle,7,1
ㅅ,KoreanParticle,8,1
ㅅ,KoreanParticle,10,1
ㅅㄱ,KoreanParticle,9,1
ㅅㅂ,KoreanParticle,10,1
ㅆ,KoreanParticle,10,1
ㅇ,KoreanParticle,3,1
ㅇ,KoreanParticle,10,5
ㅇㅁㅇ,KoreanParticle,8,1
ㅇㅇ,KoreanParticle,8,1
ㅇㅇ,KoreanParticle,9,1
ㅇㅇ,KoreanParticle,10,5
ㅇㅇㅇㅇㅇㅇ,KoreanParticle,10,1
ㅇㅈ,KoreanParticle,10,1
ㅇㅈㄹ,KoreanParticle,10,1
ㅇㅋ,KoreanParticle,10,1
ㅈ,KoreanParticle,10,1
ㅈㄴ,KoreanParticle,10,1
ㅉ,KoreanParticle,10,1
ㅉㅉ,KoreanParticle,8,1
ㅉㅉ,KoreanParticle,10,1
ㅉㅉㅉ,KoreanParticle,3,1
ㅊ,KoreanParticle,6,1
ㅋ,KoreanParticle,4,1
ㅋ,KoreanParticle,6,2
ㅋ,KoreanParticle,8,8
ㅋ,KoreanParticle,9,11
ㅋ,KoreanParticle,10,30
ㅋㄱㄱㅋㄱㅋ,KoreanParticle,10,1
ㅋㅋ,KoreanParticle,3,1
ㅋㅋ,KoreanParticle,5,2
ㅋㅋ,KoreanParticle,7,7
ㅋㅋ,KoreanParticle,8,21
ㅋㅋ,KoreanParticle,9,20
ㅋㅋ,KoreanParticle,10,70
ㅋㅋㅋ,KoreanParticle,6,1
ㅋㅋㅋ,KoreanParticle,7,6
ㅋㅋㅋ,KoreanParticle,8,8
ㅋㅋㅋ,KoreanParticle,9,10
ㅋㅋㅋ,KoreanParticle,10,42
ㅋㅋㅋㅋ,KoreanParticle,8,3
ㅋㅋㅋㅋ,KoreanParticle,9,2
ㅋㅋㅋㅋ,KoreanParticle,10,18
ㅋㅋㅋㅋㅋ,KoreanParticle,8,1
ㅋㅋㅋㅋㅋ,KoreanParticle,9,2
ㅋㅋㅋㅋㅋ,KoreanParticle,10,8
ㅋㅋㅋㅋㅋㅋ,KoreanParticle,10,1
ㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,7,1
ㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,9,2
ㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,10,3
ㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,10,3
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,10,2
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,7,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,9,2
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,7,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,9,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,10,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,KoreanParticle,9,1
ㅋㅎ,KoreanParticle,10,1
ㅌ,KoreanParticle,7,1
ㅌㅋㅋㅋ,KoreanParticle,10,1
ㅎ,KoreanParticle,7,2
ㅎ,KoreanParticle,8,2
ㅎ,KoreanParticle,9,1
ㅎ,KoreanParticle,10,17
ㅎㄷㄷ,KoreanParticle,5,1
ㅎㄷㄷ,KoreanParticle,9,1
ㅎㄹ,KoreanParticle,10,1
ㅎㅅㅎ,KoreanParticle,10,2
ㅎㅋ,KoreanParticle,8,1
ㅎㅎ,KoreanParticle,3,1
ㅎㅎ,KoreanParticle,6,4
ㅎㅎ,KoreanParticle,7,2
ㅎㅎ,KoreanParticle,8,1
ㅎㅎ,KoreanParticle,9,8
ㅎㅎ,KoreanParticle,10,24
ㅎㅎㅋㅋ,KoreanParticle,10,1
ㅎㅎㅎ,KoreanParticle,10,3
ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,KoreanParticle,10,1
ㅏ,KoreanParticle,10,2
ㅏㅏ,KoreanParticle,10,1
ㅜ,KoreanParticle,8,1
ㅜ,KoreanParticle,10,4
ㅜㅜ,KoreanParticle,9,1
ㅜㅜ,KoreanParticle,10,7
ㅜㅜㅜ,KoreanParticle,10,1
ㅜㅜㅠ,KoreanParticle,10,1
ㅜㅠ,KoreanParticle,9,1
ㅜㅠㅠ,KoreanParticle,10,1
ㅠ,KoreanParticle,2,2
ㅠ,KoreanParticle,5,4
ㅠ,KoreanParticle,7,1
ㅠ,KoreanParticle,8,2
ㅠ,KoreanParticle,9,2
ㅠ,KoreanParticle,10,16
ㅠㅜ,KoreanParticle,10,1
ㅠㅜㅎ,KoreanParticle,10,1
ㅠㅜㅜㅜㅠㅜㅠㅠㅠㅠ,KoreanParticle,10,1
ㅠㅠ,KoreanParticle,1,1
ㅠㅠ,KoreanParticle,3,1
ㅠㅠ,KoreanParticle,4,2
ㅠㅠ,KoreanParticle,5,1
ㅠㅠ,KoreanParticle,7,1
ㅠㅠ,KoreanParticle,9,1
ㅠㅠ,KoreanParticle,10,35
ㅠㅠㅋ,KoreanParticle,10,1
ㅠㅠㅜㅜ,KoreanParticle,9,1
ㅠㅠㅠ,KoreanParticle,8,1
ㅠㅠㅠ,KoreanParticle,9,2
ㅠㅠㅠ,KoreanParticle,10,7
ㅠㅠㅠㅜ,KoreanParticle,10,1
ㅠㅠㅠㅠ,KoreanParticle,10,2
ㅠㅠㅠㅠㅠ,KoreanParticle,9,1
ㅠㅠㅠㅠㅠㅠ,KoreanParticle,9,1
ㅠㅠㅠㅠㅠㅠㅠ,KoreanParticle,10,1
ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,KoreanParticle,10,2
ㅡ,KoreanParticle,8,2
ㅡ,KoreanParticle,10,6
ㅡㅡ,KoreanParticle,5,2
ㅡㅡ,KoreanParticle,8,1
ㅡㅡ,KoreanParticle,10,2
ㅣ,KoreanParticle,10,2
共敵,Foreign,7,1
가,Josa,2,3
가,Josa,3,9
가,Josa,4,4
가,Josa,5,9
가,Josa,6,16
가,Josa,7,32
가,Josa,8,58
가,Josa,9,59
가,Josa,10,160
가,Verb,5,1
가,Verb,7,3
가,Verb,8,3
가,Verb,9,4
가,Verb,10,11
가게,Noun,10,1
가고싶은데,Verb,10,1
가관,Noun,4,1
가기,Noun,10,1
가까운,Adjective,5,1
가까운,Adjective,8,1
가끔,Noun,4,1
가끔,Noun,8,1
가끔,Noun,10,1
가는,Verb,8,1
가는,Verb,10,4
가는줄,Verb,7,1
가는줄,Verb,10,3
가는줄도,Verb,10,1
가는지,Verb,10,2
가능,Noun,10,2
가능성,Noun,9,1
가능성,Noun,10,1
가능하다고,Adjective,10,1
가능하다니,Adjective,10,1
가능한,Adjective,10,1
가능한가요,Adjective,10,1
가니까,Verb,10,1
가닥,Noun,5,1
가더라구요,Verb,10,1
가득,Noun,10,1
가득한,Adjective,8,1
가득했고,Adjective,9,1
가디언즈,Noun,10,1
가만,Adverb,10,1
가면,Noun,4,1
가면,Noun,9,1
가면,Noun,10,2
가벼운,Adjective,8,1
가볍게,Adjective,8,1
가볍다,Adjective,8,1
가본,Verb,10,4
가봐도,Verb,10,1
가봤던,Verb,10,1
가상,Noun,10,1
가서,Verb,7,1
가서,Verb,8,1
가서,Verb,10,4
가세,Noun,10,1
가슴,Noun,8,1
가슴,Noun,10,3
가십시오,Verb,10,1
가야,Noun,8,2
가야되,Verb,10,1
가오,Noun,10,1
가요,Noun,6,1
가장,Noun,3,1
가장,Noun,5,2
가장,Noun,7,4
가장,Noun,8,2
가장,Noun,9,3
가장,Noun,10,17
가젤,Noun,10,1
가져,Verb,10,1
가족,Noun,9,1
가족,Noun,10,2
가주,Noun,10,1
가지,Noun,7,1
가지,Noun,8,2
가지,Noun,9,3
가지,Noun,10,4
가질,Verb,10,1
가치,Noun,5,1
가치,Noun,7,1
가한,Verb,10,1
가희,Noun,10,1
가히,Adverb,8,1
가히,Adverb,9,1
가히,Adverb,10,1
각,Noun,6,2
각,Noun,7,1
각,Noun,8,2
각,Noun,9,1
각,Noun,10,3
각각,Noun,5,1
각각,Noun,8,1
각각,Noun,9,4
각각,Noun,10,3
각기,Noun,10,1
각본,Noun,8,1
각본,Noun,9,1
각본,Noun,10,1
각자,Noun,10,2
각종,Noun,9,1
각종,Noun,10,2
간,Noun,6,1
간,Noun,10,1
간,Suffix,4,1
간,Suffix,5,2
간,Suffix,10,4
간다,Noun,10,1
간다는것,Verb,10,1
간단명료,Noun,9,1
간단하고,Adjective,8,1
간단한,Adjective,9,1
간만,Noun,9,1
간신히,Adverb,10,1
간의,Noun,8,1
간의,Noun,10,2
간지,Noun,10,1
간파,Noun,9,1
간판,Noun,10,1
간편한,Adjective,6,2
갇힌,Verb,10,1
갈거,Verb,10,1
갈꺼면서,Verb,10,1
갈등,Noun,8,1
갈등,Noun,10,1
갈린다,Verb,6,1
갈림,Noun,8,1
갈수록,Noun,8,1
갈수록,Noun,9,5
갈수록,Noun,10,1
감,Noun,6,2
감,Noun,7,3
감,Noun,8,3
감,Noun,9,4
감,Noun,10,8
감각,Noun,8,1
감각,Noun,10,1
감기,Noun,7,1
감도,Verb,7,1
감독,Noun,8,2
감독,Noun,9,1
감독,Noun,10,11
감동,Noun,5,1
감동,Noun,7,1
감동,Noun,9,2
감동,Noun,10,10
감사,Noun,10,3
감사하다,Verb,10,1
감사합니다,Verb,9,1
감사합니다,Verb,10,1
감상,Noun,10,3
감은있어도,Verb,10,1
감초,Noun,8,1
감탄,Noun,9,1
감탄,Noun,10,2
감회,Noun,9,1
감히,Noun,10,3
갑,Noun,7,4
갑,Noun,10,2
갑인듯,Verb,7,1
갑자기,Noun,6,2
값,Noun,4,1
값,Noun,6,1
값,Noun,10,1
갓,Noun,9,1
갓,Noun,10,3
갔다,Verb,9,1
갔습니다,Verb,8,1
갔아요,Verb,10,1
갔어요,Verb,7,1
갔었는데,Verb,8,1
강,Noun,10,1
강력,Noun,9,1
강력한,Adjective,8,1
강점,Noun,7,1
강조,Noun,7,1
강추,Noun,9,1
강추,Noun,10,3
강츄,Noun,10,1
강하고,Adjective,10,2
강한,Adjective,5,1
강한,Adjective,7,1
강한,Adjective,8,1
강했다,Adjective,3,1
강했던가,Adjective,10,1
갖고,Verb,8,1
갖고,Verb,10,2
갖다,Verb,10,1
갖춘,Verb,10,3
갖춘거,Verb,9,1
갖췄다,Verb,10,1
갘,Noun,10,1
같,Adjective,10,1
같고,Adjective,4,1
같고,Adjective,6,2
같고,Adjective,10,1
같네,Adjective,10,1
같네요,Adjective,3,1
같네요,Adjective,5,1
같네요,Adjective,6,1
같다,Adjective,5,1
같다,Adjective,6,2
같다,Adjective,7,4
같다,Adjective,8,3
같다,Adjective,9,4
같다,Adjective,10,4
같습니다,Adjective,9,1
같습니다,Adjective,10,3
같아,Adjective,6,1
같아,Adjective,10,3
같아서,Adjective,9,1
같아서,Adjective,10,3
같아요,Adjective,5,1
같아요,Adjective,6,1
같아요,Adjective,10,1
같앗어요,Adjective,10,1
같았고,Adjective,9,1
같았다,Adjective,4,1
같았다,Adjective,7,1
같았던,Adjective,7,1
같았음,Adjective,7,1
같은,Adjective,4,1
같은,Adjective,5,1
같은,Adjective,6,1
같은,Adjective,7,1
같은,Adjective,8,4
같은,Adjective,9,9
같은,Adjective,10,13
같은걸,Adjective,10,1
같은것보단,Adjective,7,1
같은게,Adjective,9,1
같은데,Adjective,7,2
같은데,Adjective,8,1
같은데,Adjective,10,2
같을,Adjective,9,1
같음,Adjective,7,1
같음,Adjective,8,2
같음,Adjective,9,2
같음,Adjective,10,5
같이,Adverb,4,1
같이,Adverb,7,2
같이,Adverb,8,2
같이,Adverb,9,2
같이,Adverb,10,8
같이,Josa,8,2
같이,Josa,10,3
같진,Adjective,10,1
개,Noun,7,3
개,Noun,10,14
개,Suffix,10,1
개개인,Noun,6,1
개그,Noun,5,1
개그,Noun,6,1
개그,Noun,9,4
개그,Noun,10,4
개그맨,Noun,9,1
개꿀,Noun,6,1
개꿀잼,Noun,9,1
개꿀잼,Noun,10,3
개네,Verb,10,1
개념,Noun,10,2
개는,Verb,10,2
개도,Noun,10,1
개드립,Noun,10,1
개똥,Noun,3,1
개멋,Noun,8,1
개밥,Noun,9,1
개별,Noun,5,1
개별,Noun,8,1
개봉,Noun,5,1
개봉,Noun,7,1
개봉,Noun,8,3
개봉,Noun,9,2
개봉,Noun,10,16
개사,Noun,10,1
개성,Noun,5,1
개성,Noun,7,2
개성,Noun,8,3
개성,Noun,9,2
개성,Noun,10,10
개속,Noun,7,1
개시,Noun,10,1
개연,Noun,3,1
개연,Noun,5,1
개연,Noun,10,1
개인,Noun,5,2
개인,Noun,6,3
개인,Noun,7,1
개인,Noun,8,1
개인,Noun,9,1
개인,Noun,10,11
개잠,Noun,8,1
개장,Noun,9,1
개재,Noun,10,2
개잼,Noun,10,2
개전,Noun,10,1
개준다,Verb,6,1
개쩔,Noun,10,1
개판,Noun,5,1
갠,Noun,9,1
갠,Noun,10,1
갠지에,Verb,10,1
갤,Verb,10,1
갤러그,Noun,10,1
갤럭시,Noun,10,1
갸,Noun,6,1
걍,Adverb,1,1
걍,Adverb,3,1
걍,Adverb,5,2
걍,Adverb,6,2
걍,Adverb,7,1
걍,Adverb,8,3
걍,Adverb,9,1
걍,Adverb,10,13
걔네,Noun,10,1
거,Noun,2,1
거,Noun,3,1
거,Noun,5,2
거,Noun,6,1
거,Noun,7,4
거,Noun,8,4
거,Noun,9,8
거,Noun,10,33
거기,Noun,5,1
거기,Noun,6,1
거기,Noun,8,1
거기,Noun,9,1
거기,Noun,10,1
거냨,Noun,10,1
거대한,Adjective,6,1
거룩한,Adjective,9,1
거리,Noun,4,1
거리,Noun,5,1
거리,Noun,8,3
거리,Noun,9,2
