형태소,품사,분류,카운트
빅토리아,Noun,1,1
빈약하고,Adjective,6,1
빈약한,Adjective,1,1
빈약한듯,Adjective,9,1
빌런,Noun,1,3
빌런,Noun,2,1
빌런,Noun,7,1
빌런,Noun,9,1
빌런,Noun,10,1
빔,Noun,1,1
빠,Noun,1,1
빠,Noun,10,1
빠는,Verb,1,1
빠르게,Adjective,1,1
빠른,Adjective,8,1
빠를듯,Adjective,1,1
빠져,Verb,10,1
빠졌다,Verb,10,1
빠지는게,Verb,10,1
빠지지,Verb,10,1
빠짐,Verb,1,1
빡치고,Adjective,1,1
빡친다,Adjective,1,1
빤스입,Noun,10,1
빨,Noun,1,2
빨리,Adverb,1,3
빵,Noun,8,1
빼고는,Verb,1,1
빼곤,Verb,1,1
빼곤,Verb,9,1
빼면,Verb,2,1
빼면,Verb,9,1
뺨,Noun,10,1
뺨치,Noun,10,1
뻑갔다,Noun,10,1
뻔,Noun,10,3
뻔하고,Adjective,1,1
뻔한,Adjective,1,4
뻔한거,Adjective,1,1
뻔한내용,Adjective,1,1
뻔함,Adjective,1,1
뻔했다,Adjective,10,1
뻔했습니다,Adjective,1,1
뻔했음,Adjective,10,1
뻥,Noun,10,1
뽑아내다니,Verb,10,1
뽑았다,Verb,1,1
뽑혀서,Verb,10,1
뽕짝,Noun,1,2
뿐,Noun,1,3
뿐,Noun,6,1
뿐,Noun,10,1
뿐,Suffix,1,1
뿐,Suffix,4,1
뿜뿜,Noun,10,1
삐까츄행,Noun,1,1
삔건,Noun,1,1
사,Modifier,1,1
사,Modifier,10,1
사,Noun,1,1
사가,Noun,10,1
사고,Noun,10,1
사과,Noun,1,1
사기,Noun,1,1
사드,Noun,1,1
사람,Noun,1,21
사람,Noun,4,1
사람,Noun,8,2
사람,Noun,9,2
사람,Noun,10,7
사람과,Noun,10,1
사랑,Noun,1,3
사랑,Noun,7,1
사랑,Noun,9,1
사랑,Noun,10,7
사상,Noun,1,2
사연,Noun,1,3
사운드트랙,Noun,1,1
사이드,Noun,1,3
사이드,Noun,6,1
사이드,Noun,8,1
사이드,Noun,10,1
삭제,Noun,10,1
산,Noun,1,1
산뜻한,Adjective,10,1
산만함의,Adjective,1,1
산소호흡,Noun,10,1
산이,Noun,1,1
살,Noun,10,2
살다,Verb,1,2
살려,Verb,10,1
살렸네,Verb,10,1
살렸네요,Verb,10,1
살렸다,Verb,8,1
살렸다,Verb,10,1
살리,Verb,10,1
살리고,Verb,1,1
살리고,Verb,10,1
살린,Verb,8,2
살린,Verb,10,2
살린다,Verb,10,1
살릴,Verb,9,1
살릴것,Verb,9,1
살아남,Verb,10,1
살아났다,Verb,9,1
살아야,Verb,10,1
삼,Modifier,3,1
삼류,Noun,2,1
삼박자,Noun,10,1
삼천원,Noun,1,1
상,Suffix,1,1
상당히,Adjective,1,1
상당히,Adjective,10,1
상대편,Noun,1,1
상도,Noun,1,1
상미,Noun,1,1
상미,Noun,9,1
상미,Noun,10,3
상사,Noun,1,1
상상,Noun,1,1
상상,Noun,3,1
상쇄함,Noun,10,1
상영,Noun,1,2
상영,Noun,7,1
상징,Noun,1,1
새,Noun,1,2
새끼,Noun,1,2
새끼,Noun,5,1
새로,Adjective,9,1
새로,Adjective,10,1
새로운,Adjective,10,3
새로운것이,Adjective,1,1
새로울,Adjective,10,1
새롭게,Adjective,8,1
새장,Noun,9,1
색기,Noun,1,1
색출,Noun,1,1
샛기들,Noun,1,1
생각,Noun,1,15
생각,Noun,5,3
생각,Noun,6,1
생각,Noun,8,3
생각,Noun,9,6
생각,Noun,10,8
생각남,Verb,10,1
생기,Noun,10,1
생기는,Verb,10,1
생생하게,Adjective,10,1
생애,Noun,1,1
샬롬,Noun,1,2
서,Josa,1,6
서,Josa,4,1
서,Josa,10,4
서,Modifier,1,1
서,Verb,1,3
서,Verb,10,3
서다,Verb,5,1
서도,Noun,10,1
서론,Noun,1,1
서른,Modifier,1,1
서사,Noun,9,1
서사시,Noun,8,1
서야,Verb,9,1
서야,Verb,10,1
서양,Noun,1,1
서요,Verb,10,1
섞어서,Verb,1,1
섞여있다,Verb,1,1
섞인듯,Verb,8,1
선,Noun,1,3
선,Noun,9,1
선,Noun,10,2
선두,Noun,10,1
선물,Noun,10,1
선방,Noun,10,2
선악,Noun,1,1
선장,Noun,10,2
선전,Noun,1,1
선택,Noun,10,1
선한,Adjective,8,1
설,Noun,8,1
설득,Noun,8,1
설랜다,Noun,10,1
설레임,Noun,10,1
설명,Noun,1,2
설정,Noun,1,3
설정,Noun,6,1
섬,Noun,1,2
섬세했다,Adjective,9,1
섭외,Noun,8,1
성,Modifier,1,4
성,Modifier,8,1
성,Modifier,9,1
성,Modifier,10,4
성,Suffix,1,5
성,Suffix,2,1
성,Suffix,3,1
성,Suffix,10,1
성경책,Noun,1,1
성공,Noun,10,1
성공하자,Adjective,10,1
성공해다오,Adjective,10,1
성도,Noun,1,3
성도,Noun,6,1
성도,Noun,10,2
성장,Noun,10,1
성장해가는,Adjective,10,1
성조기,Noun,1,1
성하게,Adjective,1,1
성하고,Adjective,1,4
성한,Adjective,1,3
성한,Adjective,8,1
성합니다,Adjective,4,1
세,Noun,1,6
세계,Noun,1,2
세계,Noun,9,1
세계,Noun,10,3
세계관,Noun,7,1
세계관,Noun,10,1
세계대전,Noun,8,1
세력,Noun,10,1
세련,Noun,1,1
세련되었다,Adjective,10,1
세번,Noun,1,1
세번,Noun,10,1
세상,Noun,1,6
세상,Noun,8,2
세상,Noun,10,4
세신이,Verb,1,1
세일러문,Noun,1,1
세트,Noun,10,1
섹드립,Noun,10,1
섹쉬함니,Noun,8,1
섹시,Noun,10,1
섹시하냐,Adjective,10,1
섹시하네요,Adjective,10,1
센세이션,Noun,10,1
센티,Noun,10,1
셈,Noun,7,1
션,Noun,1,1
션메,Noun,10,1
셧습,Noun,10,1
소녀,Noun,1,1
소녀가장,Noun,8,1
소름,Noun,1,2
소름,Noun,8,2
소름,Noun,9,1
소름,Noun,10,6
소름끼칠,Verb,1,1
소름끼칠,Verb,10,1
소리,Noun,1,1
소리,Noun,8,1
소리,Noun,9,1
소리,Noun,10,2
소소한,Adjective,10,1
소재,Noun,1,1
소중한,Adjective,2,1
소품,Noun,9,1
속,Modifier,1,2
속,Modifier,3,1
속,Modifier,9,1
속,Modifier,10,1
속,Noun,1,6
속,Noun,10,2
속이,Verb,10,1
속지,Noun,1,3
속지,Noun,10,1
속편,Noun,10,1
손,Noun,7,1
손,Noun,10,1
손가락,Noun,1,1
손발,Noun,1,3
손색,Noun,10,2
솔,Noun,1,1
솔로,Noun,10,1
솔져,Noun,10,1
솔직한,Adjective,1,2
솔직해지자,Adjective,1,1
솔직히,Adjective,1,6
솔직히,Adjective,5,1
솔직히,Adjective,7,1
솔직히,Adjective,8,3
솔직히,Adjective,10,2
수,Modifier,1,1
수,Modifier,10,1
수,Noun,1,4
수,Noun,3,3
수,Noun,7,1
수,Noun,10,10
수가,Noun,1,1
수가,Noun,10,4
수뇌부,Noun,10,1
수도,Noun,8,1
수뤠기,Noun,1,1
수많은,Adjective,1,1
수박,Noun,10,1
수복,Noun,1,1
수어,Noun,1,2
수어,Noun,6,1
수어,Noun,8,1
수어,Noun,10,1
수염,Noun,1,1
수이,Noun,7,1
수입,Noun,1,1
수작,Noun,10,3
수준,Noun,1,6
수준,Noun,6,1
수준,Noun,8,1
수준,Noun,10,1
수퍼맨,Noun,8,1
수퍼빌런,Noun,1,1
수퍼히어로,Noun,1,3
순,Noun,1,1
순,Noun,10,1
순간,Noun,10,1
순수한,Adjective,10,1
순수함이란,Adjective,10,1
순식간,Noun,6,1
순위,Noun,10,1
순전히,Adjective,5,1
술작,Noun,10,1
쉬셨고,Verb,1,1
쉽게,Verb,4,1
쉽게,Verb,10,1
쉽으로,Verb,1,1
슈,Noun,1,1
슈가,Noun,1,1
슈트,Noun,10,1
슈퍼,Noun,9,1
슈퍼,Noun,10,1
슈퍼맨,Noun,1,6
슈퍼맨,Noun,4,1
슈퍼맨,Noun,9,1
슈퍼맨,Noun,10,5
슈퍼히어로,Noun,1,2
슈퍼히어로,Noun,10,1
스,Noun,6,1
스나이더,Noun,10,3
스나이퍼,Noun,1,2
스러웠지만,Adjective,10,1
스럽게,Josa,6,1
스럽다,Adjective,1,1
스럽습니다,Adjective,1,1
스럽지,Josa,9,1
스럽진,Adjective,1,1
스리,Noun,9,1
스릴,Noun,1,1
스칼렛,Noun,10,1
스케일,Noun,1,1
스케일,Noun,7,1
스케일,Noun,10,3
스쿼드,Noun,1,1
스쿼드,Noun,8,1
스쿼드,Noun,10,1
스키라,Noun,10,1
스킵,Noun,1,1
스타워즈,Noun,10,1
스타일,Noun,10,1
스타트,Noun,10,4
스타트랙,Noun,10,1
스테픈,Noun,4,1
스토리,Noun,1,39
스토리,Noun,2,1
스토리,Noun,3,2
스토리,Noun,4,2
스토리,Noun,5,1
스토리,Noun,6,1
스토리,Noun,7,1
스토리,Noun,8,3
스토리,Noun,9,2
스토리,Noun,10,23
스트레스,Noun,10,2
스트리,Noun,1,1
스티,Noun,9,1
스티브,Noun,1,1
스티브,Noun,9,1
스티브,Noun,10,5
스틸,Noun,1,1
스틸,Noun,4,1
스틸,Noun,9,1
스포,Noun,10,1
스포일러,Noun,10,1
슬로모션,Noun,1,1
슬로우,Noun,1,1
슬로우모션,Noun,6,1
슬퍼서,Adjective,10,1
슬프게,Adjective,10,1
슬픈,Adjective,10,1
습,Noun,8,1
습니다,Eomi,10,1
승,Noun,9,1
시,Modifier,1,1
시,Noun,8,1
시,Noun,10,2
시각,Noun,10,1
시간,Noun,1,21
시간,Noun,5,1
시간,Noun,10,7
시계,Noun,10,2
시골,Noun,1,1
시공,Noun,1,1
시네마,Noun,1,2
시대,Noun,9,1
시대,Noun,10,1
시리즈,Noun,1,1
시리즈,Noun,4,1
시리즈,Noun,8,2
시리즈,Noun,10,8
시말서,Noun,1,1
시사,Noun,9,1
시사회,Noun,10,3
시스,Noun,10,1
시시하고,Adjective,1,1
시아,Noun,1,1
시오니스트,Noun,1,4
시원하게,Adjective,10,1
시원한,Adjective,8,1
시원한,Adjective,9,1
시원한,Adjective,10,1
시작,Noun,1,4
시작,Noun,9,3
시작,Noun,10,9
시절,Noun,7,1
시절,Noun,10,3
시점,Noun,10,1
시켜,Verb,8,1
시켜야지,Verb,1,1
시크릿,Noun,1,1
시키고,Verb,10,1
시키는,Verb,1,1
시키다,Verb,10,1
시키다니,Verb,10,1
식,Noun,1,1
식,Noun,9,2
식,Suffix,9,2
식,Suffix,10,2
식상하고,Adjective,4,1
식이,Noun,1,1
신,Modifier,1,1
신,Modifier,8,1
신,Modifier,10,1
신,Noun,1,3
신,Noun,2,1
신,Noun,8,1
신,Noun,9,3
신,Noun,10,2
신경,Noun,1,1
신경,Noun,10,1
신기하네,Adjective,6,1
신기하다,Adjective,1,1
신기할,Adjective,1,1
신도,Noun,1,2
신도,Noun,4,1
신도,Noun,8,1
신뢰,Noun,1,1
신분,Noun,1,1
신선,Noun,7,1
신선함이,Adjective,9,1
신은,Verb,1,4
신은경,Noun,1,1
신의,Noun,7,1
신의,Noun,9,2
신의,Noun,10,4
신이였어,Verb,10,1
신호탄,Noun,1,1
신화,Noun,9,1
실,Noun,1,2
실감,Noun,1,2
실로,Noun,1,1
실망,Noun,1,6
실망함,Adjective,1,1
실정,Noun,1,1
실제,Noun,1,2
실제,Noun,10,1
실화,Noun,1,1
실화,Noun,10,1
싫어서,Adjective,10,1
싫지만,Adjective,1,1
심,Noun,5,1
심각,Noun,1,1
심각하게,Adjective,1,1
심신,Noun,10,1
심야,Noun,9,1
심야,Noun,10,1
심장,Noun,10,1
심지어,Noun,1,3
심지어,Noun,10,1
심쿵,Noun,10,2
심하다,Adjective,7,1
싶가,Verb,1,1
싶군,Verb,10,1
싶냐,Verb,1,1
싶네요,Verb,1,1
싶다,Verb,1,1
싶다,Verb,10,1
싶습니다,Verb,9,1
싶어,Verb,1,2
싶어서,Verb,10,1
싶었는데,Verb,10,1
싶었던게,Verb,10,1
싶었습니다,Verb,9,1
싶었음,Verb,1,1
싶은,Verb,1,2
싶은,Verb,10,1
싶은데,Verb,10,1
싶을,Verb,1,1
싶을까,Verb,1,1
싶을까,Verb,10,1
싶지만,Verb,1,1
싶지만,Verb,8,1
싶진,Verb,1,1
싸우나,Verb,6,1
싸우는,Verb,1,1
싸우는,Verb,10,1
싸우는것도,Verb,1,1
싸우다가,Verb,1,1
싸우질,Verb,1,1
싸울,Verb,8,1
싸울,Verb,10,1
싸움,Noun,1,5
싸움,Noun,10,1
싼,Verb,6,1
쌈,Noun,1,1
쌈박하게,Adjective,10,1
쌈장,Noun,1,1
쌓인,Verb,10,1
써라,Verb,10,1
써서,Verb,1,1
써서,Verb,5,1
썼냐,Verb,1,1
썼네,Verb,10,1
쎈,Adjective,10,2
쏘고,Verb,1,1
쏘고있네,Verb,1,1
쏟아져서,Verb,1,1
쏟아졌다면,Verb,4,1
쏴,Verb,10,1
쒀서,Verb,10,1
쓰게,Verb,1,1
쓰나,Verb,1,2
쓰네,Verb,1,1
쓰는데,Adjective,1,1
쓰는데,Verb,1,3
쓰레기,Noun,1,11
쓰레기,Noun,8,2
쓰레기,Noun,10,2
쓰려고,Verb,1,1
쓰리디,Adjective,10,1
쓰시,Noun,1,1
쓴,Verb,1,2
쓴다,Verb,1,1
쓴다,Verb,10,1
쓸,Verb,10,1
쓸데없는,Adjective,10,1
쓸데없이,Adverb,1,2
씀,Verb,1,2
씀,Verb,8,1
씨,Noun,1,3
씨,Noun,10,1
씩,Suffix,9,1
씬,Noun,1,3
씬,Noun,6,1
씬,Noun,9,2
씬,Noun,10,3
씹,Verb,1,1
씹,Verb,10,2
씹극혐,Noun,10,1
씹어,Verb,1,1
아,Exclamation,1,7
아,Exclamation,2,1
아,Exclamation,10,5
아,Josa,1,6
아,Josa,5,1
아,Josa,8,1
아,Josa,10,3
아까,Adjective,1,3
아까운,Adjective,1,2
아까운데,Adjective,1,2
아까워,Adjective,1,2
아까워라,Adjective,1,1
아까워서,Adjective,1,2
아까워요,Adjective,1,6
아까웠다,Adjective,1,1
아깝,Adjective,1,2
아깝고,Adjective,1,2
아깝다,Adjective,1,12
아깝습니다,Adjective,1,1
아깝지,Adjective,9,1
아깝지,Adjective,10,1
아끼세요,Verb,1,1
아는,Verb,10,1
아니,Adjective,1,1
아니,Adjective,9,1
아니,Adjective,10,2
아니고,Adjective,1,5
아니고,Adjective,10,4
아니고여,Adjective,1,1
아니네요,Adjective,1,1
아니다,Adjective,1,2
아니다,Adjective,10,1
아니라,Adjective,1,3
아니라,Adjective,10,3
아니라고,Adjective,8,1
아니면,Adjective,10,3
아니였으면,Adjective,10,1
아니였음,Adjective,1,1
아니지만,Adjective,1,2
아닌,Adjective,10,1
아닌가,Adjective,9,2
아닌것,Adjective,1,1
아닌데,Adjective,1,1
아닌데,Adjective,10,1
아닐까,Adjective,5,1
아닐꺼아냐,Adjective,10,1
아닐세,Adjective,1,1
아님,Adjective,1,6
아대,Noun,1,2
아두,Noun,1,1
아득한,Adjective,10,1
아들,Noun,9,1
아레나,Noun,7,1
아레스,Noun,1,12
아레스,Noun,2,1
아레스,Noun,4,1
아레스,Noun,7,1
아레스,Noun,9,2
아련하다,Adjective,9,1
아르바이트생,Noun,1,1
아름다운,Adjective,9,1
아름다운,Adjective,10,1
아름다웠고,Adjective,10,1
아름다웠다,Adjective,8,1
아름답게,Adjective,8,1
아름답고,Adjective,8,1
아름답고,Adjective,10,2
아름답다,Adjective,10,1
아마,Noun,9,1
아마,Noun,10,1
아마존,Noun,1,1
아메리카,Noun,8,1
아무,Modifier,1,1
아무,Modifier,5,1
아무,Noun,10,1
아무리,Adverb,1,2
아무리,Adverb,10,2
아바타,Noun,1,1
아보,Noun,10,1
아빠,Noun,2,1
아빠,Noun,10,1
아쉬운게,Adjective,9,1
아쉬워서,Adjective,9,1
아쉬워요,Adjective,10,1
아쉬웠는데,Adjective,1,1
아쉬웠다,Adjective,10,1
아쉬웠지만,Adjective,9,1
아쉬웠지만,Adjective,10,1
아쉽,Adjective,10,1
아쉽네요,Adjective,2,1
아쉽지만,Adjective,5,1
아예,Noun,1,2
아오,Exclamation,1,2
아이,Noun,10,1
아이디,Noun,1,1
아이디,Noun,10,2
아이디어,Noun,8,1
아이맥스,Noun,10,1
아이언맨,Noun,9,1
아이언맨,Noun,10,5
아저씨,Noun,1,2
아주,Noun,1,2
아주,Noun,4,1
아주,Noun,8,1
아주,Noun,10,4
아줌마,Noun,9,1
아직,Adverb,1,1
아직도,Adverb,1,1
아침,Noun,1,2
아카데미,Noun,10,2
아쿠아,Noun,8,1
아파,Adjective,2,1
악,Exclamation,1,1
악,Noun,4,1
악녀,Noun,1,1
악당,Noun,1,4
악독한,Adjective,1,1
악마,Noun,1,1
악의,Noun,9,1
악평,Noun,5,1
악플다는,Verb,10,1
안,Noun,1,7
안,Noun,7,1
안,Noun,10,2
안,VerbPrefix,1,22
안,VerbPrefix,3,1
안,VerbPrefix,4,1
안,VerbPrefix,8,1
안,VerbPrefix,10,13
안구,Noun,10,1
안나,Noun,1,1
안나,Noun,10,1
안다는데,Verb,1,2
안다치고,Verb,1,1
안도,Noun,8,1
안되게,Adjective,1,1
안되게,Adjective,5,1
안되고,Adjective,1,3
안되네요,Adjective,10,1
안되는,Adjective,1,5
안되는지,Adjective,1,1
안됨,Adjective,1,2
안됨,Adjective,10,1
안됬을거,Adjective,10,1
안보,Noun,1,3
안보,Noun,8,1
안보,Noun,10,2
안젤리나,Noun,10,1
안타,Noun,9,1
안통,Noun,1,1
안티오페,Noun,10,1
안하는데,Verb,1,1
안함,Noun,1,1
안해,Noun,10,1
앉아있는,Verb,1,1
앉아있는게,Verb,1,1
앉은,Verb,9,1
않게,Verb,9,1
않게,Verb,10,1
않고,Verb,4,1
않고,Verb,10,1
않나,Verb,1,1
않나,Verb,2,1
않나,Verb,10,1
않냐,Verb,10,1
않는,Verb,1,1
않는,Verb,10,1
않는다,Verb,1,1
않는다,Verb,7,1
않는데,Verb,10,1
않다,Verb,1,1
않다,Verb,10,1
않다나는,Verb,1,1
않다니,Verb,10,1
않더라도,Verb,1,1
않습니다,Verb,6,1
않아,Verb,1,1
않아,Verb,8,1
않아,Verb,9,1
않아,Verb,10,1
않아서,Verb,6,1
않아요,Verb,1,2
않았고,Verb,9,1
않았다,Verb,10,3
않았음,Verb,9,2
않았음에도,Verb,9,1
않았지만,Verb,1,1
않으면서,Verb,4,1
않으면서도,Verb,8,1
않은,Verb,1,1
않은,Verb,9,1
않은,Verb,10,1
않은거,Verb,10,1
않은듯,Verb,8,1
않을거에요,Verb,1,1
않음,Verb,1,1
않음,Verb,9,1
알,Noun,1,5
알,Noun,10,3
알겟다,Verb,1,1
알겠다,Verb,1,1
알려,Verb,10,1
알려주는,Verb,9,1
알리,Noun,1,1
알리는,Verb,1,1
알리는데는,Verb,10,1
알면서,Verb,9,1
알바,Noun,1,41
알바,Noun,5,3
알바,Noun,10,6
알바로,Noun,1,1
알바생,Noun,1,1
알수,Verb,8,1
알앗네,Verb,1,1
알았네,Verb,1,1
알았네요,Verb,1,1
알았네요,Verb,9,1
알았는데,Verb,8,1
알았는데,Verb,9,1
알았다,Verb,1,5
알았다,Verb,2,1
알았다,Verb,8,1
알았으면,Verb,10,2
알았음,Verb,10,1
알았지만,Verb,7,1
암,Modifier,4,1
암,Noun,1,1
암울한,Adjective,10,1
암울함도,Adjective,10,1
암튼,Adverb,10,2
압,Noun,9,1
압니,Noun,1,1
압도,Noun,8,1
압도,Noun,10,1
압쪽,Noun,1,1
앗다,Verb,1,1
앗음,Verb,1,1
았,Noun,1,2
았,Noun,3,1
앞,Noun,1,3
앞,Noun,9,4
앞,Noun,10,7
앞날,Noun,1,1
애,Noun,1,5
애,Noun,10,2
애가,Noun,9,1
애니메이션,Noun,1,1
애매하게,Adjective,1,1
애새,Noun,9,1
애쓰네요,Verb,1,1
애처,Noun,10,1
애플,Noun,10,1
액션,Noun,1,36
액션,Noun,2,1
액션,Noun,3,1
액션,Noun,4,2
액션,Noun,5,1
액션,Noun,6,2
액션,Noun,8,8
액션,Noun,9,13
액션,Noun,10,43
액션씬,Noun,1,1
액션씬,Noun,8,2
액션씬,Noun,9,1
액션씬,Noun,10,2
액션연기,Noun,10,1
액션영화,Noun,10,2
앵,Adverb,10,1
야,Exclamation,10,1
야,Josa,1,3
야,Josa,5,1
야,Josa,10,1
야수,Noun,10,1
야할,Adjective,1,1
야함,Adjective,10,1
약간,Noun,1,2
약간,Noun,10,4
약점,Noun,6,1
약진,Noun,5,1
약하다,Adjective,1,1
얘기,Noun,6,1
어,Eomi,1,1
어,Noun,8,1
어,Noun,10,1
어,Suffix,1,2
어,Suffix,5,1
어,Suffix,10,3
어느,Modifier,1,1
어느,Modifier,3,1
어느,Modifier,10,1
어둑어둑한,Adjective,9,1
어디,Noun,1,1
어디,Noun,6,1
어디서,Adverb,1,1
어디서,Adverb,10,1
어떤,Adjective,10,1
어떤,Modifier,1,1
어떤,Modifier,10,2
어떻,Modifier,1,1
어떻게,Adjective,1,3
어떻게,Adjective,8,1
어라,Verb,10,1
어렸을,Verb,10,1
어로,Noun,10,1
어른,Noun,1,3
어른,Noun,10,1
어리바리,Adverb,1,1
어린,Verb,1,1
어린,Verb,10,1
어린아이와,Verb,7,1
어린이,Noun,1,3
어린이,Noun,9,1
어릴,Verb,1,1
어릴,Verb,7,1
어릴,Verb,8,1
어릴,Verb,10,1
어마,Noun,10,1
어벤저스,Noun,1,1
어벤져,Noun,9,1
어벤져스,Noun,1,1
어벤져스,Noun,10,2
어색하였고,Adjective,1,1
어색한,Adjective,1,1
어색한,Adjective,2,1
어요,Noun,10,1
어우,Noun,1,1
어우러진,Verb,9,1
어울렸어요,Verb,8,1
어울리고,Verb,10,1
어울리네요,Verb,1,1
어울리네요,Verb,10,1
어울리지,Verb,9,1
어울린다,Verb,1,1
어울린다,Verb,9,1
어울림,Verb,8,1
어이,Noun,1,3
어이없고,Adjective,1,1
어이없는,Adjective,4,1
어이없어하던데,Adjective,1,1
어제,Noun,1,1
어지간히,Adjective,1,1
어지럽히는데,Verb,1,1
어쩔,Adverb,3,1
어찌나,Adverb,1,1
어퍼컷,Noun,10,1
어휴,Exclamation,1,5
억,Noun,1,1
억지,Noun,1,1
억지,Noun,2,1
억지로,Noun,1,2
언,Modifier,1,1
언,Modifier,9,1
언니,Noun,1,1
언니,Noun,10,3
언어,Noun,1,1
언제,Noun,6,1
얼,Noun,4,1
얼,Noun,9,2
얼,Noun,10,1
얼굴,Noun,1,2
얼굴,Noun,10,1
얼마,Noun,5,1
얼마나,Noun,1,1
얼마나,Noun,9,1
엄마,Noun,1,1
엄마,Noun,7,1
엄마,Noun,10,1
엄청,Adverb,1,5
엄청,Adverb,9,1
엄청,Adverb,10,2
엄청난,Adjective,10,1
업음,Verb,1,1
없,Adjective,10,1
없게,Adjective,1,1
없고,Adjective,1,13
없고,Adjective,2,1
없고,Adjective,6,1
없고,Adjective,10,1
없군,Adjective,10,1
없기는,Adjective,10,1
없나,Adjective,10,2
없네,Adjective,1,2
없네요,Adjective,10,1
없는,Adjective,1,7
없는,Adjective,2,3
없는,Adjective,3,3
없는,Adjective,5,1
없는,Adjective,8,1
없는,Adjective,10,5
없는데,Adjective,1,2
없는지,Adjective,1,1
없다,Adjective,1,9
없다,Adjective,3,1
없다,Adjective,4,2
없다,Adjective,5,1
없다,Adjective,7,1
없다,Adjective,10,5
없다고,Adjective,10,1
없다는거냐,Adjective,1,1
없다라고,Adjective,9,1
없더라,Adjective,5,1
없듯이,Adjective,1,1
없습니다,Adjective,1,1
없습니다,Adjective,10,1
없어,Adjective,10,1
없어서,Adjective,1,3
없어서,Adjective,10,3
없어요,Adjective,1,2
없어짐,Verb,1,1
없었고,Adjective,10,1
없었다,Adjective,10,3
없었던,Adjective,1,1
없었던,Adjective,10,2
없었습니다,Adjective,1,1
없었습니다,Adjective,10,1
없었어요,Adjective,1,1
없었음,Adjective,7,1
없을,Adjective,1,1
없을듯,Adjective,10,1
없음,Adjective,1,8
없음,Adjective,10,1
없이,Adverb,1,7
없이,Adverb,8,1
없이,Adverb,10,7
없지,Adjective,10,1
없지만,Adjective,1,3
없지만,Adjective,6,1
엇,VerbPrefix,1,1
엇,VerbPrefix,10,2
엇어,Noun,10,1
엉,Exclamation,1,8
엉,Exclamation,4,1
엉,Exclamation,8,1
엉덩이,Noun,2,1
엉망,Noun,1,6
엌,Noun,1,1
에,Josa,1,82
에,Josa,2,1
에,Josa,3,4
에,Josa,4,3
에,Josa,5,4
에,Josa,6,3
에,Josa,7,5
에,Josa,8,11
에,Josa,9,24
에,Josa,10,84
에게,Josa,1,2
에게,Josa,3,1
에게,Josa,9,1
에게,Josa,10,2
에게만,Josa,1,1
에나,Josa,1,1
에네르기,Noun,1,4
에는,Josa,1,6
에는,Josa,3,1
에는,Josa,4,1
에는,Josa,8,1
에는,Josa,10,3
에도,Josa,1,2
에도,Josa,10,5
에라도,Josa,1,1
에러,Noun,10,1
에만,Josa,1,2
에만,Josa,2,1
에만,Josa,10,1
에서,Josa,1,26
에서,Josa,4,1
에서,Josa,8,1
에서,Josa,9,12
에서,Josa,10,21
에서가,Josa,1,1
에서는,Josa,8,1
에서는,Josa,9,3
에서는,Josa,10,1
에서도,Josa,1,1
에서도,Josa,10,1
에서만큼은,Josa,10,1
에서부터,Josa,1,1
에서의,Josa,10,1
에선,Josa,1,1
에선,Josa,10,2
에스퍼맨,Noun,1,1
에요,Josa,1,4
에요,Josa,10,1
엑,Exclamation,10,1
엑스트라,Noun,1,1
엔,Josa,1,6
엔,Josa,8,2
엔,Josa,9,2
엔,Josa,10,4
엔딩,Noun,7,1
엔딩크레딧,Noun,1,1
엔터프라이즈,Noun,10,1
여,Josa,10,1
여,Modifier,1,4
여,Modifier,5,2
여,Modifier,8,5
여,Modifier,9,1
여,Modifier,10,7
여,Noun,9,1
여기,Noun,1,2
여기,Noun,10,1
여러,Noun,10,1
여러가지,Noun,9,1
여러분,Noun,1,1
여러분,Noun,10,4
여론조작,Noun,1,1
여배우,Noun,1,2
여배우,Noun,10,3
여서,Josa,1,1
여서,Josa,10,1
여성,Noun,1,1
여성,Noun,7,1
여성,Noun,8,2
여성,Noun,9,8
여성,Noun,10,16
여신,Noun,1,1
여신,Noun,9,1
여신,Noun,10,8
여야,Noun,1,1
여왕,Noun,10,1
여운,Noun,8,1
여운,Noun,10,3
여자,Noun,1,3
여자,Noun,4,1
여자,Noun,8,1
여자,Noun,9,3
여자,Noun,10,14
여자친구,Noun,10,1
여잔,Verb,10,1
여전히,Adjective,1,1
여전히,Adjective,5,1
여전히,Adjective,6,1
여전히,Adjective,8,1
여전히,Adjective,10,1
여주,Noun,1,13
여주,Noun,3,2
여주,Noun,5,1
여주,Noun,8,3
여주,Noun,10,9
여지,Noun,9,1
여친,Noun,1,3
여태,Noun,1,1
여태,Noun,9,1
여태,Noun,10,1
역,Noun,1,1
역,Noun,9,1
역,Noun,10,3
역경,Noun,1,1
역대,Noun,1,4
역대,Noun,6,1
역대,Noun,8,1
역대,Noun,10,2
역사,Noun,10,1
역사상,Noun,9,1
역습,Noun,10,5
역시,Noun,1,5
역시,Noun,9,1
역시,Noun,10,10
역작,Noun,10,1
역할,Noun,1,1
역활,Noun,9,1
엮,Noun,7,1
연,Modifier,1,2
연,Modifier,10,1
연,Noun,9,1
연결,Noun,8,1
연결,Noun,9,1
연관,Noun,1,1
연기,Noun,1,3
연기,Noun,7,1
연기,Noun,10,7
연기력,Noun,1,2
연기력,Noun,10,1
연상,Noun,10,1
연성,Noun,1,1
연속,Noun,9,1
연출,Noun,1,10
